Unnamed: 0,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9
2264,0.04,0.01,0.05,0.04,0.05
2265,0.05,0.05,0.1,0.05,0.1
2266,0.02,0.06,0.08,0.02,0.08
2267,0.04,0.11,0.16,0.04,0.16
2268,0.07,0.03,0.11,0.07,0.11
2269,0.05,0.11,0.17,0.05,0.17
2270,0.05,0,0.05,0.05,0.05
2271,0,0,0,0,0
2272,0.25,0.03,0.27,0.07,0.09
2273,0,0,0,0,0
2274,0.06,0.02,0.08,0.06,0.08
2275,0.03,0.12,0.15,0.03,0.15
2276,0.01,0.06,0.06,0.01,0.06
2277,0.01,0,0.01,0.01,0.01
2278,0.03,0.04,0.07,0.03,0.07
2279,0.04,0,0.04,0.04,0.04
2280,0.01,0.02,0.03,0.01,0.03
2281,0.04,0.11,0.15,0.04,0.15
2282,0.15,0.14,0.28,0.15,0.28
2283,0.09,0.1,0.19,0.09,0.19
2284,0,0,0,0,0
2285,0.03,0,0.03,0.03,0.03
2286,0.05,0,0.05,0.05,0.05
2287,0,0,0,0,0
2288,0,0.29,0.29,0,0.29
2289,0.16,0.06,0.22,0.16,0.22
2290,0,0,0,0,0
2291,0,0,0,0,0
2292,0.02,0.11,0.12,0.02,0.12
2293,0,0,0,0,0
2294,0.1,0.2,0.3,0.1,0.3
2295,0.33,0.08,0.41,0.33,0.41
2296,0.93,0.13,1.07,0.93,1.07
2297,0.02,0.05,0.07,0.02,0.07
2298,0,0,0,0,0
2299,0.32,0.1,0.42,0.19,0.29
2300,0.13,0.12,0.25,0.13,0.25
2301,0.09,0.03,0.11,0.09,0.11
2302,0.15,0.19,0.34,0.15,0.34
2303,0.22,0.07,0.29,0.22,0.29
2304,0.13,0.01,0.14,0.13,0.14
2305,0.24,0.17,0.41,0.24,0.41
2306,0.01,0.05,0.06,0.01,0.06
2307,0.39,0,0.39,0.39,0.39
2308,0.01,0,0.01,0.01,0.01
2309,0,0.12,0.12,0,0.12
2310,0.61,0.18,0.79,0.48,0.66
2311,0.33,0.06,0.39,0.33,0.39
2312,0.03,0,0.03,0.03,0.03
2313,0,0,0,0,0
2314,0.04,0,0.05,0.04,0.05
2315,0.37,0.07,0.44,0.33,0.4
2316,0.09,0.06,0.14,0.09,0.14
2317,0.01,0.21,0.22,0.01,0.22
2318,0.02,0.04,0.06,0.02,0.06
2319,0.32,0.03,0.35,0.32,0.35
2320,0.04,0.09,0.13,0.04,0.13
2321,0.1,0.17,0.27,0.1,0.27
2322,0,0.01,0.01,0,0.01
2323,0.28,0.09,0.36,0.28,0.36
2324,0.41,0.02,0.44,0.41,0.44
2325,0.25,0.11,0.36,0.25,0.36
2326,0.16,0.11,0.28,0.16,0.28
2327,0,0,0,0,0
2328,0.44,0.47,0.91,0.38,0.85
2329,0.07,0,0.07,0.07,0.07
2330,0.07,0,0.07,0.07,0.07
2331,0.02,0.01,0.03,0.02,0.03
2332,0.01,0.09,0.1,0.01,0.1
2333,0,0.61,0.61,0,0.61
2334,0,0,0,0,0
2335,0.32,0.3,0.62,0.29,0.58
2336,0.06,0.08,0.14,0.06,0.14
2337,0.28,0.32,0.6,0.28,0.6
2338,0.03,0.03,0.06,0.03,0.06
2339,0.04,0.08,0.11,0.04,0.11
2340,0.21,0,0.21,0.21,0.21
2341,0,0,0,0,0
2342,0.01,0.04,0.05,0.01,0.05
2343,0.13,0.23,0.36,0.13,0.36
2344,0.29,0.17,0.47,0.29,0.47
2345,0.12,0.04,0.16,0.12,0.16
2346,0.08,0.06,0.14,0.08,0.14
2347,0.56,0.71,1.27,0.56,1.27
2348,0.04,0.12,0.16,0.04,0.16
2349,0.05,0.02,0.07,0.05,0.07
2350,0,0.1,0.1,0,0.1
2351,0.24,0.14,0.38,0.24,0.38
2352,0.4,0,0.4,0.22,0.22
2353,0.33,0.36,0.69,0.33,0.69
2354,0.19,0.13,0.32,0.19,0.32
2355,0.02,0,0.02,0.02,0.02
2356,0.02,0.02,0.04,0.02,0.04
2357,0.07,0.1,0.17,0.07,0.17
2358,0.28,0.15,0.43,0.19,0.34
2359,0.21,0.24,0.45,0.11,0.36
2360,0.03,0.01,0.03,0.03,0.03
2361,0.01,0.02,0.03,0.01,0.03
2362,0.48,0.11,0.6,0.38,0.5
2363,0,0,0,0,0
2364,0.08,0,0.09,0.03,0.03
2365,0.14,0.09,0.23,0.14,0.23
2366,0,0,0,0,0
2367,0.04,0.11,0.16,0.04,0.16
2368,0.47,0.11,0.58,0.47,0.58
2369,0.13,0.1,0.24,0.13,0.24
2370,0.1,0.11,0.21,0.1,0.21
2371,0.04,0.01,0.04,0.04,0.04
2372,0.09,0.01,0.1,0.09,0.1
2373,0.1,0.11,0.21,0.1,0.21
2374,0,0,0,0,0
2375,0.05,0.08,0.13,0.05,0.13
2376,0.05,0.07,0.12,0.05,0.12
2377,0.06,0.09,0.15,0.06,0.15
2378,0.03,0.05,0.07,0.03,0.07
2379,0.04,0.03,0.07,0.04,0.07
2380,0.01,0.1,0.11,0.01,0.11
2381,0.02,0.05,0.07,0.02,0.07
2382,0,0,0,0,0
2383,0.09,0,0.09,0.09,0.09
2384,0,0.16,0.16,0,0.16
2385,0,0,0,0,0
2386,0.18,0.02,0.2,0.18,0.2
2387,0.39,0.07,0.47,0.31,0.39
2388,0.35,0,0.35,0.35,0.35
2389,0,0,0,0,0
2390,0.06,0.03,0.09,0.06,0.09
2391,0.01,0.01,0.02,0.01,0.02
2392,0.16,0.14,0.31,0.16,0.31
2393,0.06,0.05,0.11,0.06,0.11
2394,0,0,0,0,0
2395,0.1,0.07,0.17,0.1,0.17
2396,0.02,0.06,0.08,0.02,0.08
2397,0,0,0,0,0
2398,0.03,0.1,0.14,0.03,0.14
2399,0.01,0.07,0.08,0.01,0.08
2400,0,0,0,0,0
2401,0.21,0.24,0.45,0.21,0.45
2402,0,0.05,0.05,0,0.05
2403,0.06,0.49,0.55,0.06,0.55
2404,0.33,0.07,0.4,0.15,0.22
2405,0.02,0.18,0.2,0.02,0.2
2406,0.08,0.09,0.18,0.08,0.18
2407,0.27,0.11,0.38,0.27,0.38
2408,0,0,0,0,0
2409,0,0,0,0,0
2410,0,0,0,0,0
2411,0.01,0.11,0.12,0.01,0.12
2412,0.02,0,0.02,0.02,0.02
2413,0.16,0.08,0.24,0.16,0.24
2414,0.15,0,0.15,0.15,0.15
2415,0.27,0.19,0.47,0.15,0.34
2416,0.12,0.08,0.2,0.12,0.2
2417,0,0.12,0.12,0,0.12
2418,0.02,0.05,0.07,0.02,0.07
2419,0.79,0.18,0.97,0.62,0.8
2420,0.12,0.16,0.28,0.12,0.28
2421,0.02,0.12,0.14,0.02,0.14
2422,0.19,0.25,0.44,0.19,0.44
2423,0.4,0.04,0.43,0.35,0.38
2424,0,0,0,0,0
2425,0,0.04,0.04,0,0.04
2426,0,0,0,0,0
2427,0,0,0,0,0
2428,0.05,0.02,0.07,0.05,0.07
2429,0,0,0,0,0
2430,0.08,0.06,0.14,0.08,0.14
2431,0.42,0.06,0.48,0.42,0.48
2432,0.32,0.13,0.45,0.29,0.42
2433,0,0,0,0,0
2434,2.98,0,2.98,2.98,2.98
2435,0.81,0,0.81,0.81,0.81
2436,0.05,0.14,0.2,0.05,0.2
2437,0.02,0.04,0.06,0.02,0.06
2438,0.06,0.01,0.06,0.06,0.06
2439,0,0,0,0,0
2440,0,0,0,0,0
2441,0.07,0,0.07,0.07,0.07
2442,0.04,0.01,0.06,0.04,0.06
2443,0.02,0.03,0.05,0.02,0.05
2444,0,0.01,0.01,0,0.01
2445,0,0,0,0,0
2446,0.19,0.09,0.28,0.19,0.28
2447,0.13,0.04,0.16,0.13,0.16
2448,0,0,0,0,0
2449,0.27,0.16,0.43,0.27,0.43
2450,0.16,0.1,0.26,0.16,0.26
2451,0.06,0.01,0.07,0.06,0.07
2452,0.28,0.03,0.31,0.12,0.14
2453,0.6,0.14,0.74,0.6,0.74
2454,0.19,0.13,0.32,0.19,0.32
2455,0.44,0.23,0.67,0.44,0.67
2456,0.04,0,0.04,0.04,0.04
2457,0.03,0.04,0.07,0.03,0.07
2458,0.13,0.18,0.31,0.13,0.31
2459,0.03,0.06,0.09,0.03,0.09
2460,0,0,0,0,0
2461,0.03,0.11,0.13,0.03,0.13
2462,0,0.1,0.1,0,0.1
2463,0,0.05,0.05,0,0.05
2464,0.19,0.06,0.25,0.19,0.25
2465,0.12,0.03,0.15,0.12,0.15
2466,0.23,0.24,0.48,0.23,0.48
2467,0.36,0.04,0.4,0.28,0.32
2468,0.31,0.15,0.47,0.09,0.24
2469,0,0,0,0,0
2470,0.04,0.1,0.14,0.04,0.14
2471,0.02,0.02,0.04,0.02,0.04
2472,0,0,0,0,0
2473,0.17,0.18,0.35,0.17,0.35
2474,0.18,0.08,0.26,0.18,0.26
2475,0.03,0.26,0.29,0.03,0.29
2476,0,0,0,0,0
2477,0.37,0.14,0.5,0.31,0.45
2478,0.15,0.14,0.29,0.15,0.29
2479,0,0,0,0,0
2480,0.24,0.04,0.28,0.24,0.28
2481,0,0,0,0,0
2482,0.15,0.03,0.18,0.15,0.18
2483,0.06,0,0.06,0.06,0.06
2484,0.04,0,0.04,0.04,0.04
2485,0.01,0.05,0.07,0.01,0.07
2486,0,0,0,0,0
2487,0.01,0.04,0.05,0.01,0.05
2488,0,0,0,0,0
2489,0.02,0.06,0.09,0.02,0.09
2490,0.01,0,0.01,0.01,0.01
2491,0.03,0.01,0.04,0.03,0.04
2492,0.08,0.21,0.3,0.08,0.3
2493,0,0,0,0,0
2494,0,0,0,0,0
2495,0.06,0.01,0.07,0.06,0.07
2496,0,0.02,0.03,0,0.03
2497,0.16,0,0.16,0.16,0.16
2498,0.03,0.01,0.04,0.03,0.04
2499,0.25,0.15,0.39,0.25,0.39
2500,0,0,0,0,0
2501,0.01,0.02,0.03,0.01,0.03
2502,0.06,0,0.06,0.06,0.06
2503,0.04,0.03,0.07,0.04,0.07
2504,0.43,0.17,0.6,0.41,0.58
2505,0.04,0.05,0.09,0.04,0.09
2506,0.46,0.26,0.72,0.22,0.47
2507,0.26,0.15,0.41,0.26,0.41
2508,0.1,0,0.11,0.1,0.11
2509,0,0,0,0,0
2510,0.03,0.04,0.07,0.03,0.07
2511,0.03,0.16,0.2,0.03,0.2
2512,0,0.1,0.1,0,0.1
2513,0.1,0.01,0.11,0.1,0.11
2514,0.1,0.03,0.13,0.1,0.13
2515,0.01,0,0.01,0.01,0.01
2516,0.08,0.04,0.12,0.08,0.12
2517,0.01,0.03,0.04,0.01,0.04
2518,0.03,0.16,0.18,0.03,0.18
2519,0.56,0.12,0.68,0.48,0.59
2520,0,0,0,0,0
2521,0.07,0.02,0.09,0.07,0.09
2522,0.09,0.18,0.27,0.09,0.27
2523,0,0.06,0.06,0,0.06
2524,0.2,0.12,0.32,0.2,0.32
2525,0,0,0,0,0
2526,0.12,0.04,0.15,0.12,0.15
2527,0,0,0,0,0
2528,0.26,0.07,0.34,0.26,0.34
2529,0,0,0,0,0
2530,0,0.07,0.07,0,0.07
2531,0.4,0.14,0.54,0.35,0.49
2532,0.02,0.02,0.04,0.02,0.04
2533,0.03,0.01,0.04,0.03,0.04
2534,0,0.11,0.11,0,0.11
2535,0.16,0.15,0.31,0.16,0.31
2536,0.07,0.07,0.14,0.07,0.14
2537,0.04,0,0.04,0.04,0.04
2538,0.03,0.03,0.06,0.03,0.06
2539,0.04,0.02,0.05,0.04,0.05
2540,0.01,0.08,0.09,0.01,0.09
2541,0.07,0.02,0.09,0.07,0.09
2542,0,0,0,0,0
2543,0,0.27,0.27,0,0.27
2544,0,0.03,0.03,0,0.03
2545,0.73,0,0.73,0.73,0.73
2546,0.06,0,0.06,0.06,0.06
2547,0,0,0,0,0
2548,0,0.07,0.07,0,0.07
2549,0,0,0,0,0
2550,0,0,0,0,0
2551,0.07,0.02,0.09,0.07,0.09
2552,0.12,0.06,0.18,0.12,0.18
2553,0.03,0.16,0.18,0.03,0.18
2554,0.22,0.09,0.31,0.22,0.31
2555,0.02,0.15,0.17,0.02,0.17
2556,0.09,0.01,0.1,0.09,0.1
2557,0.16,0.19,0.35,0.16,0.35
2558,0.06,0.01,0.06,0.06,0.06
2559,0,0,0,0,0
2560,0,0,0,0,0
2561,0,0,0,0,0
2562,0.23,0.17,0.4,0.21,0.37
2563,0.02,0,0.02,0.02,0.02
2564,0.01,0.1,0.11,0.01,0.11
2565,0,0,0,0,0
2566,0.39,0.12,0.52,0.39,0.52
2567,0.32,0.3,0.62,0.27,0.57
2568,0.03,0,0.03,0.03,0.03
2569,0.09,0.06,0.15,0.09,0.15
2570,0.1,0.15,0.26,0.1,0.26
2571,0,0,0,0,0
2572,0.03,0.02,0.05,0.03,0.05
2573,0.06,0,0.07,0.06,0.07
2574,0.22,0.16,0.38,0.22,0.38
2575,0.13,0.25,0.38,0.13,0.38
2576,0.13,0.03,0.15,0.13,0.15
2577,0.4,0.1,0.51,0.4,0.51
2578,0.05,0.02,0.07,0.05,0.07
2579,0.2,0,0.2,0.2,0.2
2580,0.12,0.09,0.21,0.08,0.17
2581,0.02,0.16,0.17,0.02,0.17
2582,0.26,0,0.26,0.26,0.26
2583,0.23,0.03,0.26,0.23,0.26
2584,0.03,0.06,0.09,0.03,0.09
2585,0.04,0.01,0.05,0.04,0.05
2586,0.58,0.19,0.78,0.58,0.78
2587,0.26,0.06,0.32,0.26,0.32
2588,0.03,0.06,0.09,0.03,0.09
2589,0.12,0.03,0.16,0.12,0.16
2590,0.04,0.02,0.06,0.04,0.06
2591,0.03,0.01,0.04,0.03,0.04
2592,0,0,0,0,0
2593,0.03,0,0.03,0.03,0.03
2594,0.03,0.09,0.12,0.03,0.12
2595,0.07,0,0.07,0.07,0.07
2596,0.01,0.05,0.05,0.01,0.05
2597,0.04,0,0.04,0.04,0.04
2598,0.12,0,0.12,0.12,0.12
2599,0.29,0.19,0.48,0.29,0.48
2600,0.04,0.1,0.14,0.04,0.14
2601,0.37,0.13,0.5,0.37,0.5
2602,0.05,0.11,0.16,0.05,0.16
2603,0.04,0.03,0.07,0.04,0.07
2604,0.29,0.07,0.37,0.11,0.18
2605,0.09,0.03,0.12,0.09,0.12
2606,0.01,0.06,0.07,0.01,0.07
2607,0,0.25,0.25,0,0.25
2608,0.13,0.1,0.23,0.09,0.19
2609,0.15,0.16,0.3,0.15,0.3
2610,0.06,0.04,0.11,0.06,0.11
2611,0.09,0.15,0.24,0.09,0.24
2612,0.04,0.09,0.13,0.04,0.13
2613,0.07,0,0.07,0.07,0.07
2614,0.08,0.18,0.26,0.08,0.26
2615,0.07,0.22,0.3,0.07,0.3
2616,0.25,0.13,0.38,0.25,0.38
2617,0.05,0,0.05,0.05,0.05
2618,0.28,0,0.28,0.28,0.28
2619,0.01,0.01,0.02,0.01,0.02
2620,0,0,0,0,0
2621,0.04,0.1,0.14,0.04,0.14
2622,0,0.22,0.22,0,0.22
2623,0.05,0.02,0.07,0.05,0.07
2624,0,0,0,0,0
2625,0.01,0.12,0.12,0.01,0.12
2626,0.29,0.15,0.45,0.29,0.45
2627,0.1,0.18,0.28,0.1,0.28
2628,0.01,0.17,0.18,0.01,0.18
2629,0.4,0.13,0.52,0.4,0.52
2630,0,0.06,0.06,0,0.06
2631,0,0.13,0.14,0,0.14
2632,0.18,0.15,0.32,0.18,0.32
2633,0.06,0.33,0.39,0.06,0.39
2634,0.07,0.09,0.16,0.07,0.16
2635,0.3,0,0.3,0.3,0.3
2636,0,0,0,0,0
2637,0,0,0,0,0
2638,0.02,0.01,0.03,0.02,0.03
2639,0.39,0,0.39,0.39,0.39
2640,0.01,0.02,0.02,0.01,0.02
2641,0.15,0.02,0.17,0.15,0.17
2642,0.02,0.11,0.13,0.02,0.13
2643,0.01,0.06,0.07,0.01,0.07
2644,0.09,0,0.09,0.09,0.09
2645,0.45,0.08,0.53,0.37,0.45
2646,0,0,0,0,0
2647,0.02,0,0.02,0.02,0.02
2648,0.28,0.09,0.37,0.22,0.32
2649,0.08,0.57,0.65,0.08,0.65
2650,0.04,0.04,0.07,0.04,0.07
2651,0,0,0,0,0
2652,0.17,0.07,0.24,0.17,0.24
2653,0,0,0,0,0
2654,0,0.06,0.06,0,0.06
2655,0.02,0,0.02,0.02,0.02
2656,0,0.52,0.52,0,0.52
2657,0.03,0.02,0.04,0.03,0.04
2658,0.27,0,0.27,0.27,0.27
2659,0.01,0,0.01,0.01,0.01
2660,0.43,0.03,0.46,0.43,0.46
2661,0.13,0.22,0.35,0.13,0.35
2662,0.07,0,0.07,0.07,0.07
2663,0.62,0.16,0.78,0.41,0.56
2664,0.21,0.15,0.36,0.21,0.36
2665,0,0,0,0,0
2666,0.04,0.01,0.05,0.04,0.05
2667,0.18,0.12,0.29,0.18,0.29
2668,0,0,0,0,0
2669,0.11,0.21,0.32,0.11,0.32
2670,0.43,0.1,0.52,0.43,0.52
2671,0,0,0,0,0
2672,0,0.03,0.03,0,0.03
2673,0.03,0,0.03,0.03,0.03
2674,0.13,0.06,0.19,0.02,0.08
2675,0.05,0.04,0.1,0.05,0.1
2676,0.02,0.01,0.04,0.02,0.04
2677,0.01,0.08,0.09,0.01,0.09
2678,0.3,0.14,0.44,0.3,0.44
2679,0.22,0.3,0.52,0.22,0.52
2680,0.02,0.04,0.06,0.02,0.06
2681,0.33,0.11,0.43,0.16,0.27
2682,0,0,0,0,0
2683,0.06,0.15,0.22,0.06,0.22
2684,0.21,0.16,0.37,0.21,0.37
2685,0.08,0.05,0.14,0.08,0.14
2686,0.07,0.02,0.09,0.07,0.09
2687,0.01,0.01,0.02,0.01,0.02
2688,0,0,0,0,0
2689,0.06,0.67,0.73,0.06,0.73
2690,0.06,0.14,0.2,0.06,0.2
2691,0,0.15,0.15,0,0.15
2692,0.2,0.1,0.3,0.2,0.3
2693,0,0,0,0,0
2694,0.02,0.07,0.08,0.02,0.08
2695,0.02,0.02,0.04,0.02,0.04
2696,0.01,0.06,0.06,0.01,0.06
2697,0.13,0.25,0.38,0.13,0.38
2698,0.09,0.12,0.21,0.09,0.21
2699,0.3,0.12,0.42,0.3,0.42
2700,0.02,0.05,0.07,0.02,0.07
2701,0,0,0,0,0
2702,0,0,0,0,0
2703,0.4,0.03,0.43,0.4,0.43
2704,0.33,0.12,0.44,0.06,0.18
2705,0,0,0,0,0
2706,0.1,0.12,0.22,0.1,0.22
2707,0.15,0.07,0.22,0.15,0.22
2708,0.57,0.08,0.65,0.43,0.51
2709,0.08,0.15,0.22,0.08,0.22
2710,0.31,0.16,0.48,0.31,0.48
2711,0,0.03,0.03,0,0.03
2712,0.09,0.06,0.14,0.09,0.14
2713,0,0.22,0.22,0,0.22
2714,0.34,0.2,0.54,0.34,0.54
2715,0.04,0.01,0.06,0.04,0.06
2716,0,5.69,5.69,0,5.69
2717,0,0,0,0,0
2718,0.02,0.02,0.04,0.02,0.04
2719,0.07,0.09,0.15,0.07,0.15
2720,0.4,0.12,0.51,0.4,0.51
2721,0.03,0,0.03,0.03,0.03
2722,0.03,0.02,0.05,0.03,0.05
2723,0.17,0.07,0.23,0.17,0.23
2724,0,0,0,0,0
2725,0.01,0.02,0.04,0.01,0.04
2726,0.03,0.05,0.08,0.03,0.08
2727,0.03,0,0.03,0.03,0.03
2728,0.34,0.24,0.58,0.24,0.48
2729,0.03,0.07,0.1,0.03,0.1
2730,0,0.02,0.02,0,0.02
2731,0.14,0.11,0.25,0.06,0.17
2732,0.1,0.07,0.17,0.07,0.14
2733,0.43,0.11,0.55,0.39,0.51
2734,0,0,0,0,0
2735,0.37,0.09,0.46,0.37,0.46
2736,0.04,0.01,0.05,0.04,0.05
2737,0.55,0.15,0.7,0.48,0.63
2738,0.02,0,0.02,0.02,0.02
2739,0.23,0.07,0.3,0.23,0.3
2740,0.39,0.13,0.52,0.35,0.48
2741,0.04,0.01,0.04,0.04,0.04
2742,0.07,0.07,0.14,0.07,0.14
2743,0.41,0.21,0.62,0.41,0.62
2744,0.03,0.13,0.16,0.03,0.16
2745,0.02,0.02,0.04,0.02,0.04
2746,0.1,0.05,0.15,0.1,0.15
2747,0,0,0,0,0
2748,0.05,0.01,0.06,0.05,0.06
2749,0.05,0.01,0.06,0.05,0.06
2750,0.26,0.18,0.44,0.23,0.41
2751,0.03,0.1,0.13,0.03,0.13
2752,0.03,0,0.03,0.03,0.03
2753,0.07,0.05,0.13,0.07,0.13
2754,0.13,0.16,0.29,0.13,0.29
2755,0.17,0.02,0.18,0.17,0.18
2756,0.33,0.07,0.4,0.24,0.31
2757,0.49,0.1,0.58,0.36,0.45
2758,0,0,0,0,0
2759,0.01,0.03,0.04,0.01,0.04
2760,0.18,0.18,0.36,0.18,0.36
2761,0.4,0.14,0.54,0.28,0.42
2762,0.08,0.05,0.13,0.08,0.13
2763,0.13,0.18,0.3,0.13,0.3
2764,0.12,0.11,0.23,0.12,0.23
2765,0.35,0.16,0.52,0.35,0.52
2766,0.19,0.17,0.36,0.19,0.36
2767,0.44,0.07,0.51,0.39,0.46
2768,0,0,0,0,0
2769,0.06,0.16,0.23,0.06,0.23
2770,0.03,0.06,0.09,0.03,0.09
2771,0.09,0,0.09,0.09,0.09
2772,0.02,0,0.03,0.02,0.03
2773,0,0,0,0,0
2774,0.1,0.23,0.33,0.1,0.33
2775,0.46,0.34,0.81,0.46,0.81
2776,0.01,0.02,0.03,0.01,0.03
2777,0.45,0.18,0.63,0.32,0.5
2778,0,0,0,0,0
2779,0.06,0.04,0.1,0.06,0.1
2780,0.08,0.05,0.14,0.08,0.14
2781,0.08,0.03,0.1,0.08,0.1
2782,0.22,0.11,0.33,0.22,0.33
2783,0.09,0.17,0.26,0.08,0.25
2784,0.05,0.28,0.33,0.05,0.33
2785,0.06,0.05,0.12,0.06,0.12
2786,0.13,0.18,0.31,0.11,0.28
2787,0.01,0,0.01,0.01,0.01
2788,0,0.06,0.06,0,0.06
2789,0,0,0,0,0
2790,0.26,0.11,0.37,0.2,0.32
2791,0.11,0.1,0.21,0.11,0.21
2792,0.08,0.07,0.15,0.08,0.15
2793,0.01,0.11,0.11,0.01,0.11
2794,0,1.17,1.17,0,1.17
2795,0.06,0.08,0.14,0.06,0.14
2796,0.03,0.07,0.1,0.03,0.1
2797,0.02,0,0.02,0.02,0.02
2798,0.58,0.25,0.83,0.55,0.8
2799,0.03,0.1,0.13,0.03,0.13
2800,0.11,0.05,0.16,0.11,0.16
2801,0.08,0.04,0.13,0.08,0.13
2802,0.49,0.09,0.57,0.49,0.57
2803,0,0.17,0.17,0,0.17
2804,0.08,0.06,0.13,0.08,0.13
2805,0.12,0.14,0.26,0.12,0.26
2806,0,0.01,0.01,0,0.01
2807,0.33,0.04,0.37,0.33,0.37
2808,0.14,0.09,0.22,0.14,0.22
2809,0,0,0,0,0
2810,0.19,0.19,0.38,0.19,0.38
2811,0.04,0.08,0.13,0.04,0.13
2812,0.05,0.18,0.23,0.05,0.23
2813,0.35,0.17,0.52,0.35,0.52
2814,0.15,0.28,0.43,0.15,0.43
2815,0,0,0,0,0
2816,0.25,0.02,0.27,0.25,0.27
2817,0.08,0,0.08,0.08,0.08
2818,0.05,0.03,0.08,0.05,0.08
2819,0.12,0.29,0.41,0.12,0.41
2820,0.03,0.03,0.05,0.03,0.05
2821,0.11,0.22,0.33,0.11,0.33
2822,0.04,0.15,0.19,0.04,0.19
2823,0.25,0.26,0.51,0.22,0.48
