Unnamed: 0,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6
Rk,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
1,0,0,0,0,0,0,0
2,0,1,0,0,0,2,0
3,0,0,0,0,0,0,0
4,3,0,3,0,0,4,1
5,0,0,0,0,0,1,0
6,0,0,0,0,0,5,0
7,3,1,3,0,0,5,0
8,3,2,3,0,0,1,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,1,0
11,1,0,1,0,0,5,1
12,6,1,6,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,2,0
15,0,1,0,0,0,9,1
16,1,0,1,0,0,1,0
17,1,2,1,0,0,5,0
18,9,5,9,0,0,1,0
19,1,1,1,0,0,3,0
20,2,3,2,0,0,2,0
21,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0
23,2,5,2,0,0,6,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,1,0,0,0,1,0
27,0,0,0,0,0,2,0
28,1,0,1,0,0,0,0
29,1,2,1,0,0,4,0
30,3,1,3,0,0,6,0
31,4,1,3,1,2,0,0
32,1,3,1,0,0,6,0
33,0,0,0,0,0,2,1
34,2,0,2,0,0,0,0
35,0,0,0,0,0,0,0
36,2,2,2,0,0,9,0
37,0,0,0,0,0,0,0
38,0,0,0,0,0,3,0
39,2,1,2,0,0,3,0
40,1,1,1,0,0,1,0
41,0,1,0,0,0,0,0
42,2,0,2,0,0,3,1
43,16,4,12,4,5,5,0
44,2,0,2,0,0,4,0
45,1,0,1,0,0,3,1
46,0,0,0,0,0,0,0
47,1,0,1,0,0,4,0
48,0,0,0,0,0,5,1
49,0,1,0,0,0,9,0
50,1,0,1,0,0,1,0
51,2,4,2,0,0,4,0
52,0,2,0,0,0,4,0
53,0,0,0,0,0,0,0
54,11,2,9,2,2,2,0
55,3,5,3,0,0,9,0
56,9,2,9,0,0,5,0
57,0,0,0,0,0,7,0
58,1,5,1,0,0,2,0
59,6,4,5,1,2,0,0
60,0,0,0,0,0,2,0
61,1,0,1,0,0,4,0
62,1,0,1,0,0,10,0
63,0,0,0,0,0,2,0
64,1,0,1,0,0,2,0
65,1,1,1,0,0,5,0
66,0,0,0,0,0,1,0
67,2,2,2,0,0,1,0
68,0,0,0,0,0,0,0
69,2,7,2,0,0,2,0
70,0,0,0,0,0,0,0
71,0,0,0,0,0,1,0
72,2,3,2,0,0,7,0
73,0,0,0,0,0,0,0
74,1,0,1,0,0,1,0
75,0,0,0,0,0,2,0
76,0,0,0,0,0,6,0
77,0,1,0,0,0,0,0
78,4,1,4,0,0,3,0
79,2,0,2,0,0,2,0
80,0,0,0,0,0,3,0
81,1,0,1,0,0,6,0
82,1,0,1,0,0,3,0
83,1,0,1,0,0,2,0
84,0,0,0,0,0,6,0
85,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0
87,1,0,1,0,0,3,0
88,1,0,1,0,0,3,1
89,0,1,0,0,0,4,0
90,0,0,0,0,0,0,0
91,2,6,2,0,0,5,0
92,0,0,0,0,0,3,0
93,0,0,0,0,0,7,0
94,0,0,0,0,0,1,0
95,1,1,1,0,0,7,1
96,0,0,0,0,0,1,0
97,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0
100,3,0,2,1,1,1,0
101,0,0,0,0,0,0,0
102,0,1,0,0,0,10,0
103,5,2,5,0,0,5,1
104,0,1,0,0,0,5,0
105,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0
107,0,0,0,0,0,3,0
108,4,4,4,0,0,2,0
109,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0
111,1,6,0,1,1,1,0
112,0,1,0,0,0,3,0
113,0,0,0,0,0,1,0
114,10,5,10,0,0,3,0
115,0,0,0,0,0,1,0
116,7,3,5,2,2,3,1
117,2,5,2,0,0,2,0
118,0,2,0,0,0,3,0
119,0,0,0,0,0,0,0
120,3,0,3,0,0,11,0
121,0,0,0,0,0,4,0
122,4,2,4,0,0,5,0
123,0,0,0,0,0,5,0
124,2,1,2,0,0,3,0
125,0,1,0,0,0,8,0
126,0,0,0,0,0,2,0
127,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0
129,0,0,0,0,0,1,0
130,0,0,0,0,0,0,0
131,4,5,4,0,0,3,0
132,3,6,3,0,0,7,1
133,0,0,0,0,0,0,0
134,0,0,0,0,0,1,0
135,0,0,0,0,0,1,0
136,3,0,3,0,0,9,0
137,0,0,0,0,0,0,0
138,1,0,1,0,0,2,0
139,0,0,0,0,0,2,0
140,5,2,5,0,0,1,0
141,0,0,0,0,0,2,0
142,14,13,9,5,5,9,0
143,1,1,1,0,0,0,1
144,0,0,0,0,0,1,0
145,1,0,1,0,0,1,0
146,10,3,8,2,2,2,0
147,0,1,0,0,0,0,0
148,1,3,1,0,0,2,1
149,0,0,0,0,0,0,0
150,0,4,0,0,0,4,0
151,2,3,2,0,0,0,0
152,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0
154,5,2,5,0,0,0,0
155,0,0,0,0,0,0,0
156,1,3,1,0,0,4,0
157,0,0,0,0,0,3,0
158,0,0,0,0,0,7,0
159,0,0,0,0,0,0,0
160,1,2,1,0,0,5,1
161,0,0,0,0,0,0,0
162,5,0,5,0,0,1,0
163,0,0,0,0,0,11,1
164,1,4,1,0,0,7,0
165,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0
167,1,0,1,0,0,0,0
168,6,2,6,0,1,4,0
169,9,8,9,0,0,6,0
170,0,0,0,0,0,3,0
171,0,0,0,0,0,0,0
172,2,1,2,0,0,6,1
173,0,2,0,0,0,1,0
174,6,7,6,0,0,1,0
175,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0
177,1,0,1,0,0,1,1
178,7,1,7,0,0,4,1
179,0,2,0,0,0,7,0
180,11,2,11,0,0,1,0
181,0,1,0,0,0,0,0
182,2,0,2,0,0,6,1
183,0,3,0,0,0,2,0
184,0,0,0,0,0,1,0
185,0,0,0,0,0,2,0
186,6,9,6,0,0,2,0
187,0,0,0,0,0,3,1
188,17,7,15,2,2,3,0
189,0,0,0,0,0,4,0
190,0,0,0,0,0,6,0
191,5,2,4,1,1,6,1
192,7,3,7,0,0,5,1
193,0,2,0,0,0,8,0
194,0,0,0,0,0,2,0
195,0,0,0,0,0,1,0
196,0,0,0,0,0,0,1
197,1,2,1,0,0,4,0
198,0,0,0,0,0,2,0
199,3,7,3,0,0,5,0
200,0,0,0,0,0,0,0
201,2,3,2,0,0,2,0
202,3,1,3,0,0,0,0
203,0,0,0,0,0,0,0
204,2,3,2,0,0,5,0
205,3,0,2,1,1,4,0
206,9,4,9,0,0,0,0
207,0,0,0,0,0,0,0
208,0,3,0,0,0,8,0
209,0,0,0,0,0,0,0
210,2,2,2,0,0,5,0
211,3,0,3,0,0,7,0
212,0,1,0,0,0,1,0
213,8,8,8,0,1,0,0
214,3,1,3,0,0,4,0
215,0,1,0,0,0,1,0
216,0,1,0,0,0,3,0
217,0,0,0,0,0,2,0
218,0,1,0,0,0,5,0
219,4,1,4,0,0,7,0
220,0,0,0,0,0,0,0
221,0,3,0,0,0,6,0
222,1,7,1,0,0,7,0
223,0,0,0,0,0,0,0
224,2,1,2,0,0,0,0
225,1,0,1,0,0,10,1
226,0,0,0,0,0,0,0
227,0,0,0,0,0,1,0
228,2,0,2,0,0,1,0
229,6,3,6,0,0,6,0
230,0,1,0,0,0,3,0
231,2,2,2,0,0,5,1
232,0,1,0,0,0,1,0
233,9,7,9,0,0,3,0
234,1,0,1,0,0,5,0
235,3,3,3,0,0,2,0
236,0,0,0,0,0,1,0
237,1,1,1,0,0,5,1
238,1,1,1,0,0,1,0
239,0,0,0,0,0,3,1
240,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0
242,0,1,0,0,0,0,0
243,0,0,0,0,0,0,0
244,0,0,0,0,0,7,1
245,1,1,1,0,0,6,0
246,0,0,0,0,0,2,0
247,1,1,1,0,0,3,0
248,1,2,1,0,0,8,0
249,1,3,1,0,0,6,1
250,13,6,9,4,5,4,0
251,3,0,3,0,0,3,0
252,0,0,0,0,0,0,0
253,2,4,2,0,0,2,0
254,0,0,0,0,0,0,0
255,20,7,10,10,12,3,0
256,0,1,0,0,0,2,0
257,0,0,0,0,0,1,0
258,1,2,0,1,1,2,0
259,0,0,0,0,0,1,0
260,5,3,4,1,1,3,2
261,1,1,1,0,0,3,0
262,0,1,0,0,0,0,0
263,0,0,0,0,0,3,0
264,0,0,0,0,0,7,1
265,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0
268,0,2,0,0,0,4,0
269,1,6,1,0,0,0,0
270,0,0,0,0,0,2,0
271,4,0,3,1,1,7,0
272,0,0,0,0,0,0,0
273,0,0,0,0,1,2,0
274,0,4,0,0,0,8,1
275,10,1,10,0,0,3,1
276,23,9,22,1,1,2,0
277,2,1,0,2,2,1,0
278,0,0,0,0,0,0,0
279,17,7,10,7,8,4,0
280,0,0,0,0,0,0,0
281,1,3,1,0,0,3,0
282,0,0,0,0,0,0,0
283,8,4,8,0,0,4,0
284,1,0,1,0,0,2,0
285,2,0,2,0,0,2,0
286,1,1,0,1,1,4,0
287,1,3,1,0,0,3,0
288,0,3,0,0,0,2,0
289,1,0,1,0,0,2,0
290,0,2,0,0,0,3,0
291,0,0,0,0,0,0,0
292,0,0,0,0,0,1,0
293,0,0,0,0,0,2,0
294,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0
296,0,1,0,0,0,5,0
297,0,2,0,0,0,1,0
298,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0
300,2,0,2,0,0,1,0
301,0,0,0,0,0,1,0
302,1,0,1,0,0,1,0
303,0,0,0,0,0,1,0
304,4,1,4,0,0,4,0
305,1,5,1,0,0,8,0
306,0,0,0,0,0,2,0
307,1,0,1,0,0,8,1
308,4,1,3,1,1,3,0
309,0,0,0,0,0,0,0
310,1,0,1,0,0,1,0
311,0,0,0,0,0,0,1
312,10,4,10,0,0,5,0
313,0,0,0,0,0,0,0
314,1,1,1,0,0,6,0
315,0,1,0,0,0,0,0
316,0,0,0,0,0,0,0
317,2,4,2,0,0,5,0
318,0,1,0,0,0,1,0
319,0,0,0,0,0,0,1
320,4,2,4,0,0,0,0
321,0,1,0,0,0,1,0
322,2,0,2,0,0,2,0
323,2,2,2,0,0,5,0
324,1,1,1,0,0,2,0
325,3,2,3,0,0,5,0
326,2,2,2,0,0,2,0
327,0,1,0,0,0,0,0
328,0,0,0,0,0,4,0
329,2,0,2,0,0,4,0
330,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0
332,1,1,1,0,0,3,0
333,0,0,0,0,0,2,0
334,7,4,4,3,4,7,0
335,3,2,3,0,0,9,0
336,0,1,0,0,2,2,0
337,1,0,1,0,0,3,0
338,1,0,1,0,0,2,0
339,6,8,5,1,2,5,0
340,1,0,1,0,0,3,0
341,0,0,0,0,0,1,0
342,1,0,1,0,0,2,0
343,6,5,6,0,0,8,0
344,0,0,0,0,0,0,0
345,8,5,8,0,0,0,0
346,1,0,1,0,0,3,0
347,1,2,1,0,0,6,2
348,7,2,7,0,0,9,1
349,0,2,0,0,0,0,0
350,0,0,0,0,0,0,0
351,1,0,1,0,0,0,0
352,1,2,1,0,0,4,0
353,1,1,1,0,0,3,0
354,2,2,2,0,1,3,0
355,3,2,3,0,0,0,0
356,2,0,2,0,0,4,0
357,1,1,1,0,0,3,0
358,0,0,0,0,0,0,0
359,0,0,0,0,0,3,0
360,0,0,0,0,0,0,0
361,7,3,7,0,0,1,0
362,5,0,5,0,0,2,0
363,0,0,0,0,0,0,0
364,0,0,0,0,0,1,0
365,0,0,0,0,0,4,0
366,1,2,0,1,1,2,0
367,0,0,0,0,0,4,1
368,0,0,0,0,0,0,0
369,2,0,1,1,2,4,0
370,2,0,2,0,0,5,0
371,2,1,0,2,2,0,0
372,0,1,0,0,0,2,0
373,2,6,2,0,0,9,1
374,1,1,1,0,0,7,0
375,0,0,0,0,0,0,0
376,1,2,1,0,0,3,0
377,0,1,0,0,0,6,0
378,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0
380,4,3,4,0,0,6,0
381,1,0,1,0,0,2,0
382,1,0,1,0,0,1,0
383,0,0,0,0,0,0,0
384,11,0,11,0,0,3,0
385,0,0,0,0,0,0,0
386,1,0,1,0,0,1,0
387,0,0,0,0,0,4,0
388,3,1,1,2,3,5,0
389,0,0,0,0,0,0,0
390,2,0,2,0,0,0,0
391,0,0,0,0,0,0,0
392,1,1,1,0,0,2,0
393,0,0,0,0,0,0,0
394,1,0,1,0,0,5,0
395,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0
397,0,1,0,0,0,3,0
398,0,5,0,0,0,9,0
399,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0
403,0,0,0,0,0,9,0
404,0,0,0,0,0,0,0
405,1,1,1,0,0,1,0
406,2,2,2,0,0,4,0
407,0,2,0,0,0,0,0
408,4,2,4,0,0,3,0
409,1,1,1,0,0,3,0
410,1,0,1,0,0,9,0
411,8,0,7,1,1,5,0
412,0,0,0,0,0,1,0
413,1,1,1,0,0,2,0
414,3,0,3,0,0,8,0
415,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0
417,2,1,2,0,0,7,0
418,0,0,0,0,0,2,0
419,0,0,0,0,0,1,0
420,2,0,2,0,0,6,1
421,2,1,2,0,0,8,1
422,4,9,3,1,1,4,0
423,0,0,0,0,0,0,0
424,0,0,0,0,0,2,0
425,6,4,4,2,3,5,0
426,0,1,0,0,0,0,0
427,5,2,5,0,0,4,0
428,16,0,16,0,0,3,0
429,2,0,2,0,0,3,0
430,0,0,0,0,0,0,0
431,3,2,3,0,0,4,0
432,1,2,1,0,0,6,0
433,1,2,0,1,1,0,0
434,1,4,1,0,0,5,0
435,8,6,6,2,3,4,0
436,2,3,2,0,0,5,1
437,5,8,3,2,2,1,0
438,0,0,0,0,0,1,0
439,2,1,2,0,0,5,0
440,3,3,3,0,0,2,0
441,1,0,1,0,0,5,1
442,0,0,0,0,0,0,0
443,5,6,5,0,1,4,1
444,11,5,8,3,3,1,0
445,0,1,0,0,0,4,1
446,0,1,0,0,0,2,0
447,0,1,0,0,0,3,0
448,0,0,0,0,0,1,0
449,7,1,7,0,0,2,0
450,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0
452,1,0,1,0,0,11,1
453,0,1,0,0,0,0,0
454,0,1,0,0,0,2,0
455,6,10,6,0,0,6,0
456,1,0,1,0,0,0,0
457,3,2,3,0,0,3,0
458,1,0,1,0,0,1,0
459,0,0,0,0,0,0,0
460,0,2,0,0,0,5,0
461,1,0,1,0,0,0,0
462,2,0,2,0,0,6,1
463,6,4,6,0,0,11,1
464,0,2,0,0,0,8,1
465,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0
467,1,1,1,0,0,8,3
468,0,0,0,0,0,2,0
469,2,3,2,0,0,1,0
470,0,0,0,0,0,0,0
471,1,0,1,0,0,4,0
472,1,0,1,0,0,5,0
473,4,2,4,0,0,9,0
474,0,0,0,0,0,0,0
475,5,3,5,0,0,8,1
476,0,0,0,0,0,4,0
477,3,0,2,1,2,2,0
478,10,3,10,0,0,4,0
479,0,3,0,0,0,4,0
480,0,0,0,0,0,8,0
481,0,0,0,0,0,2,0
482,3,2,3,0,0,8,0
483,0,5,0,0,0,5,1
484,1,0,1,0,0,9,0
485,0,0,0,0,0,3,0
486,1,0,1,0,0,1,0
487,0,0,0,0,0,3,0
488,1,1,1,0,0,11,1
489,0,0,0,0,0,0,0
490,1,0,1,0,0,5,0
491,2,0,2,0,0,0,0
492,0,0,0,0,0,0,0
493,0,0,0,0,0,5,0
494,0,0,0,0,0,0,0
495,2,2,2,0,0,5,0
496,0,2,0,0,0,0,0
497,1,0,1,0,0,2,0
498,0,0,0,0,0,2,0
499,6,1,5,1,1,4,0
500,3,1,3,0,0,3,1
501,0,3,0,0,0,8,0
502,0,0,0,0,0,5,0
503,0,0,0,0,0,3,1
504,1,3,1,0,0,1,1
505,0,3,0,0,0,3,0
506,0,1,0,0,0,4,0
507,1,1,1,0,0,0,0
508,8,8,8,0,0,3,1
509,3,5,3,0,0,3,0
510,2,1,2,0,0,6,0
511,0,2,0,0,0,4,0
512,0,1,0,0,0,1,0
513,0,0,0,0,0,3,0
514,0,0,0,0,0,1,0
515,0,2,0,0,1,5,0
516,0,0,0,0,0,2,1
517,0,0,0,0,0,0,0
518,4,2,4,0,0,0,0
519,0,1,0,0,0,0,0
520,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0
522,0,0,0,0,0,1,0
523,0,0,0,0,0,0,0
524,0,0,0,0,0,5,1
525,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0
528,1,0,1,0,0,3,0
529,4,5,4,0,0,2,0
530,3,6,3,0,0,2,0
531,0,3,0,0,0,5,0
532,0,1,0,0,0,2,0
533,1,0,1,0,0,5,0
534,0,2,0,0,0,5,0
535,0,0,0,0,0,1,0
536,0,3,0,0,0,0,0
537,1,0,1,0,0,1,0
538,2,0,2,0,0,6,0
539,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0
542,5,10,5,0,0,1,0
543,2,0,2,0,0,4,0
544,2,1,2,0,0,0,0
545,0,0,0,0,0,1,0
546,0,0,0,0,0,0,0
547,0,0,0,0,0,3,0
548,1,0,1,0,0,4,1
549,0,0,0,0,0,4,0
550,0,0,0,0,0,0,0
551,0,1,0,0,0,3,0
552,0,0,0,0,0,1,0
553,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0
555,7,1,7,0,0,3,0
556,2,1,2,0,0,0,0
557,0,0,0,0,0,2,0
558,1,4,1,0,0,4,0
559,2,5,2,0,0,5,0
560,9,8,9,0,0,3,0
561,8,3,7,1,1,3,1
562,0,2,0,0,0,3,0
563,0,0,0,0,0,0,0
564,1,1,1,0,0,6,1
565,0,0,0,0,0,2,0
566,0,1,0,0,0,2,0
567,0,0,0,0,0,0,0
568,1,1,1,0,0,0,0
569,2,0,1,1,1,1,0
570,0,0,0,0,0,0,0
571,1,1,1,0,0,0,0
572,3,3,3,0,0,0,0
573,0,1,0,0,0,1,0
574,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0
576,0,7,0,0,0,3,0
577,3,1,2,1,1,2,0
578,1,1,1,0,0,4,1
579,0,0,0,0,0,0,0
580,2,0,2,0,0,6,1
581,2,1,2,0,0,2,0
582,0,0,0,0,0,0,0
583,2,2,2,0,0,0,0
584,0,0,0,0,0,2,0
585,0,0,0,0,0,1,0
586,0,0,0,0,0,0,0
587,0,8,0,0,0,3,0
588,1,0,0,1,1,6,0
589,1,3,1,0,0,8,0
590,0,0,0,0,0,0,0
591,0,0,0,0,0,4,0
592,2,10,1,1,1,9,1
593,1,0,1,0,0,6,1
594,0,0,0,0,0,0,0
595,2,3,2,0,0,5,0
596,3,2,3,0,0,8,0
597,2,1,2,0,0,3,0
598,0,0,0,0,0,0,0
599,7,4,5,2,3,9,0
600,0,0,0,0,0,4,0
601,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0
604,0,0,0,0,0,2,0
605,1,0,1,0,0,7,0
606,1,0,1,0,0,2,0
607,3,0,3,0,0,2,0
608,4,0,4,0,0,7,1
609,0,0,0,0,0,5,0
610,4,0,4,0,1,2,0
611,1,2,1,0,0,3,0
612,0,0,0,0,0,0,0
613,1,1,1,0,0,2,0
614,0,0,0,0,0,0,0
615,8,2,8,0,0,7,0
616,1,1,1,0,0,5,0
617,2,4,2,0,0,3,0
618,1,0,1,0,0,0,0
619,1,4,1,0,0,6,0
620,1,0,1,0,0,1,0
621,0,0,0,0,0,0,0
622,2,1,2,0,0,2,0
623,0,0,0,0,0,1,0
624,0,0,0,0,0,2,0
625,0,1,0,0,0,0,0
626,1,6,1,0,0,5,1
627,0,0,0,0,0,3,0
628,3,3,3,0,0,4,0
629,0,0,0,0,0,1,0
630,13,2,13,0,0,0,0
631,1,2,1,0,0,2,1
632,0,1,0,0,0,1,0
633,0,1,0,0,0,3,0
634,1,1,1,0,0,0,0
635,0,0,0,0,0,0,0
636,0,0,0,0,0,9,0
637,3,0,3,0,0,5,1
638,6,12,4,2,3,1,0
639,0,0,0,0,0,1,0
640,9,9,6,3,3,5,2
641,0,0,0,0,0,0,0
642,0,1,0,0,0,4,1
643,2,0,2,0,0,4,0
644,0,0,0,0,0,3,0
645,1,2,1,0,0,4,1
646,2,1,2,0,0,5,0
647,3,3,3,0,0,1,0
648,0,0,0,0,0,1,0
649,0,0,0,0,0,2,0
650,0,5,0,0,0,2,0
651,0,0,0,0,0,0,0
652,3,2,3,0,0,4,0
653,1,1,1,0,0,6,0
654,0,0,0,0,0,0,0
655,0,1,0,0,0,1,1
656,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0
658,15,9,15,0,1,4,0
659,0,0,0,0,0,1,0
660,0,0,0,0,0,0,0
661,1,0,1,0,0,3,0
662,6,3,6,0,0,2,0
663,0,1,0,0,0,1,0
664,4,3,4,0,0,2,0
665,5,6,5,0,0,7,0
666,2,3,2,0,0,6,0
667,1,0,1,0,0,1,0
668,1,0,1,0,0,4,0
669,1,1,1,0,0,3,0
670,0,1,0,0,0,0,0
671,0,0,0,0,0,0,0
672,0,0,0,0,0,2,0
673,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0
675,20,12,12,8,8,4,0
676,0,0,0,0,0,0,0
677,0,0,0,0,0,3,0
678,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0
680,2,1,2,0,0,1,0
681,11,1,11,0,0,5,0
682,1,1,1,0,0,0,0
683,1,3,1,0,0,4,0
684,0,0,0,0,0,0,0
685,0,0,0,0,0,1,0
686,0,0,0,0,0,1,0
687,3,6,3,0,0,11,0
688,5,9,5,0,0,1,0
689,0,0,0,0,0,0,0
690,0,0,0,0,0,1,0
691,14,1,9,5,5,2,0
692,0,0,0,0,0,0,0
693,4,11,4,0,0,5,0
694,3,2,3,0,0,2,0
695,1,0,1,0,0,4,1
696,0,1,0,0,0,3,2
697,0,1,0,0,0,0,0
698,0,0,0,0,0,1,0
699,9,3,8,1,1,2,0
700,0,0,0,0,0,0,0
701,0,0,0,0,0,3,0
702,0,0,0,0,0,1,0
703,0,0,0,0,0,0,0
704,1,0,1,0,0,0,0
705,0,0,0,0,0,1,0
706,6,9,6,0,0,3,0
707,1,2,1,0,0,0,0
708,1,0,1,0,0,4,0
709,1,0,1,0,0,3,0
710,1,0,1,0,0,4,1
711,4,3,4,0,0,2,0
712,0,2,0,0,0,3,0
713,4,3,4,0,0,2,0
714,0,0,0,0,0,3,0
715,0,0,0,0,0,1,0
716,0,7,0,0,0,2,1
717,1,0,1,0,0,1,0
718,0,0,0,0,0,7,1
719,0,1,0,0,0,0,0
720,5,3,5,0,0,6,0
721,0,0,0,0,0,0,0
722,1,0,1,0,0,0,1
723,0,0,0,0,0,3,0
724,5,1,4,1,1,2,0
725,2,0,2,0,0,3,0
726,1,1,1,0,0,9,2
727,7,1,7,0,0,4,0
728,0,0,0,0,0,1,0
729,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0
