Unnamed: 0,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3
Rk,MP,Starts,Min,90s
1,2,0,11,0.1
2,22,20,1777,19.7
3,2,0,18,0.2
4,33,33,2889,32.1
5,3,0,60,0.7
6,18,15,1320,14.7
7,38,32,2963,32.9
8,24,9,912,10.1
9,1,0,2,0
10,14,14,1260,14
11,14,14,1222,13.6
12,22,12,1040,11.6
13,5,0,60,0.7
14,14,2,441,4.9
15,32,32,2813,31.3
16,7,0,100,1.1
17,30,26,2330,25.9
18,36,30,2667,29.6
19,27,21,1850,20.6
20,18,3,479,5.3
21,33,33,2953,32.8
22,3,0,36,0.4
23,35,25,2418,26.9
24,1,0,10,0.1
25,3,3,270,3
26,26,16,1558,17.3
27,12,9,800,8.9
28,15,8,701,7.8
29,29,14,1356,15.1
30,35,35,3147,35
31,12,7,559,6.2
32,33,27,2225,24.7
33,6,3,252,2.8
34,20,10,899,10
35,5,2,129,1.4
36,27,26,2146,23.8
37,2,0,36,0.4
38,25,14,1289,14.3
39,31,31,2664,29.6
40,21,16,1404,15.6
41,3,2,187,2.1
42,33,31,2780,30.9
43,35,34,2967,33
44,28,26,2350,26.1
45,13,10,865,9.6
46,9,0,146,1.6
47,10,9,797,8.9
48,10,4,378,4.2
49,32,6,1056,11.7
50,16,14,1184,13.2
51,32,30,2675,29.7
52,22,17,1505,16.7
53,1,1,73,0.8
54,25,12,1245,13.8
55,35,34,3025,33.6
56,34,33,2618,29.1
57,35,35,3115,34.6
58,31,17,1746,19.4
59,27,19,1544,17.2
60,13,8,909,10.1
61,24,20,1854,20.6
62,30,25,2165,24.1
63,17,14,1299,14.4
64,25,25,2240,24.9
65,22,6,827,9.2
66,2,0,48,0.5
67,22,15,1366,15.2
68,1,0,16,0.2
69,36,34,3031,33.7
70,2,0,34,0.4
71,21,1,348,3.9
72,36,29,2461,27.3
73,1,0,15,0.2
74,33,33,2970,33
75,12,12,1080,12
76,24,23,2051,22.8
77,15,7,620,6.9
78,34,28,2429,27
79,13,11,960,10.7
80,27,17,1568,17.4
81,23,22,1948,21.6
82,19,18,1632,18.1
83,15,10,896,10
84,24,20,1504,16.7
85,2,1,116,1.3
86,1,0,45,0.5
87,12,8,722,8
88,13,10,813,9
89,23,5,753,8.4
90,1,0,2,0
91,29,20,1890,21
92,25,23,2089,23.2
93,31,28,2441,27.1
94,23,7,800,8.9
95,31,30,2730,30.3
96,3,2,192,2.1
97,3,1,72,0.8
98,1,0,4,0
99,2,0,3,0
100,16,14,1126,12.5
101,2,2,180,2
102,35,35,2885,32.1
103,29,29,2526,28.1
104,26,21,1672,18.6
105,1,1,90,1
106,2,1,135,1.5
107,14,11,901,10
108,26,24,2161,24
109,1,0,5,0.1
110,1,0,13,0.1
111,31,20,1947,21.6
112,31,30,2711,30.1
113,4,0,26,0.3
114,26,24,1974,21.9
115,5,2,232,2.6
116,30,23,1781,19.8
117,34,21,1731,19.2
118,22,16,1556,17.3
119,1,0,26,0.3
120,34,33,2983,33.1
121,21,20,1669,18.5
122,28,17,1496,16.6
123,33,26,2426,27
124,24,16,1510,16.8
125,34,30,2807,31.2
126,36,36,3240,36
127,1,1,90,1
128,13,2,294,3.3
129,4,0,47,0.5
130,1,0,5,0.1
131,33,32,2764,30.7
132,30,30,2585,28.7
133,10,0,112,1.2
134,8,0,135,1.5
135,7,6,585,6.5
136,30,25,1818,20.2
137,9,1,224,2.5
138,13,8,762,8.5
139,36,36,3240,36
140,35,21,1869,20.8
141,6,0,95,1.1
142,33,33,2864,31.8
143,17,11,828,9.2
144,12,9,838,9.3
145,18,13,956,10.6
146,29,26,2332,25.9
147,37,37,3330,37
148,37,37,3216,35.7
149,3,0,36,0.4
150,23,21,1957,21.7
151,19,19,1605,17.8
152,5,0,138,1.5
153,8,2,202,2.2
154,21,16,1359,15.1
155,6,6,500,5.6
156,33,23,2096,23.3
157,19,7,796,8.8
158,38,38,3399,37.8
159,2,1,101,1.1
160,26,24,2188,24.3
161,7,3,296,3.3
162,23,9,786,8.7
163,31,29,2610,29
164,30,29,2408,26.8
165,30,30,2700,30
166,6,2,137,1.5
167,22,4,543,6
168,30,18,1616,18
169,30,25,2141,23.8
170,12,10,916,10.2
171,1,1,90,1
172,32,23,1964,21.8
173,26,18,1694,18.8
174,32,31,2678,29.8
175,2,2,180,2
176,7,0,56,0.6
177,14,13,1198,13.3
178,25,12,1197,13.3
179,32,32,2787,31
180,20,10,920,10.2
181,23,17,1689,18.8
182,21,19,1634,18.2
183,24,6,662,7.4
184,3,1,165,1.8
185,16,16,1347,15
186,38,34,2985,33.2
187,15,12,1046,11.6
188,38,37,3050,33.9
189,11,10,921,10.2
190,15,14,1145,12.7
191,34,12,1372,15.2
192,34,32,2765,30.7
193,32,31,2659,29.5
194,4,3,250,2.8
195,1,1,90,1
196,14,4,432,4.8
197,26,19,1682,18.7
198,4,3,274,3
199,36,32,2896,32.2
200,1,0,27,0.3
201,33,17,1433,15.9
202,24,18,1531,17
203,2,0,42,0.5
204,26,9,977,10.9
205,22,15,1331,14.8
206,25,22,1945,21.6
207,1,1,90,1
208,27,26,2235,24.8
209,3,1,85,0.9
210,29,27,2303,25.6
211,31,13,1307,14.5
212,16,13,1108,12.3
213,38,34,2921,32.5
214,30,28,2584,28.7
215,6,3,320,3.6
216,19,19,1694,18.8
217,15,3,396,4.4
218,31,31,2576,28.6
219,34,32,2601,28.9
220,1,0,35,0.4
221,33,33,2922,32.5
222,22,19,1522,16.9
223,2,0,63,0.7
224,18,7,728,8.1
225,32,29,2492,27.7
226,15,2,355,3.9
227,31,31,2790,31
228,17,12,1072,11.9
229,31,28,2369,26.3
230,21,0,370,4.1
231,31,29,2614,29
232,5,0,36,0.4
233,32,23,2200,24.4
234,35,32,2780,30.9
235,18,15,1106,12.3
236,20,18,1640,18.2
237,36,36,3100,34.4
238,19,4,524,5.8
239,26,8,892,9.9
240,3,0,79,0.9
241,3,0,10,0.1
242,14,7,596,6.6
243,1,0,30,0.3
244,35,33,2727,30.3
245,16,16,1266,14.1
246,22,7,798,8.9
247,36,25,2086,23.2
248,25,24,2089,23.2
249,29,19,1697,18.9
250,35,33,2888,32.1
251,32,13,1399,15.5
252,1,0,7,0.1
253,24,19,1703,18.9
254,1,0,7,0.1
255,37,32,2607,29
256,18,15,1214,13.5
257,5,0,42,0.5
258,14,12,936,10.4
259,18,14,1170,13
260,32,19,1579,17.5
261,12,9,660,7.3
262,7,1,150,1.7
263,38,38,3420,38
264,31,30,2651,29.5
265,1,0,2,0
266,3,1,73,0.8
267,6,0,149,1.7
268,21,17,1326,14.7
269,30,14,1391,15.5
270,23,15,1239,13.8
271,25,20,1811,20.1
272,6,2,264,2.9
273,9,6,548,6.1
274,33,27,2324,25.8
275,30,21,1816,20.2
276,34,33,2894,32.2
277,7,5,407,4.5
278,1,0,28,0.3
279,30,28,2475,27.5
280,2,1,113,1.3
281,23,21,1682,18.7
282,2,2,131,1.5
283,35,27,2278,25.3
284,31,29,2607,29
285,22,16,1363,15.1
286,15,13,1120,12.4
287,21,13,1208,13.4
288,24,17,1645,18.3
289,12,3,455,5.1
290,27,8,972,10.8
291,3,2,206,2.3
292,38,38,3420,38
293,3,2,194,2.2
294,9,7,745,8.3
295,1,0,5,0.1
296,29,29,2598,28.9
297,18,4,615,6.8
298,1,1,90,1
299,4,2,188,2.1
300,19,1,270,3
301,2,1,92,1
302,2,2,128,1.4
303,21,19,1529,17
304,33,11,1245,13.8
305,35,31,2803,31.1
306,13,11,915,10.2
307,36,35,3111,34.6
308,27,19,1514,16.8
309,4,2,220,2.4
310,13,6,580,6.4
311,19,19,1637,18.2
312,36,32,2787,31
313,1,0,11,0.1
314,29,29,2368,26.3
315,23,10,911,10.1
316,9,2,251,2.8
317,31,23,2065,22.9
318,24,21,1863,20.7
319,2,2,124,1.4
320,27,20,1785,19.8
321,9,2,277,3.1
322,16,12,1110,12.3
323,24,17,1314,14.6
324,21,21,1879,20.9
325,34,27,2256,25.1
326,20,4,564,6.3
327,2,2,131,1.5
328,30,28,2469,27.4
329,26,23,2028,22.5
330,1,1,90,1
331,2,0,11,0.1
332,24,23,2083,23.1
333,37,37,3309,36.8
334,36,30,2720,30.2
335,25,22,1736,19.3
336,14,7,651,7.2
337,14,9,732,8.1
338,12,6,605,6.7
339,33,32,2815,31.3
340,33,33,2970,33
341,19,8,816,9.1
342,15,4,528,5.9
343,37,29,2552,28.4
344,1,0,11,0.1
345,38,30,2562,28.5
346,19,17,1545,17.2
347,35,35,3041,33.8
348,34,32,2694,29.9
349,14,5,651,7.2
350,5,0,61,0.7
351,4,1,116,1.3
352,26,14,1263,14
353,19,12,1052,11.7
354,29,11,1175,13.1
355,31,17,1495,16.6
356,16,9,909,10.1
357,11,11,962,10.7
358,1,0,15,0.2
359,20,20,1800,20
360,1,1,90,1
361,29,22,1814,20.2
362,33,33,2935,32.6
363,1,0,1,0
364,27,12,1128,12.5
365,16,14,1225,13.6
366,24,1,571,6.3
367,25,16,1321,14.7
368,1,0,3,0
369,38,38,3412,37.9
370,32,31,2774,30.8
371,21,16,1430,15.9
372,33,32,2813,31.3
373,33,29,2581,28.7
374,26,21,1616,18
375,2,0,24,0.3
376,12,4,475,5.3
377,31,30,2655,29.5
378,2,1,89,1
379,1,0,13,0.1
380,28,26,2265,25.2
381,16,7,669,7.4
382,13,12,1004,11.2
383,2,0,21,0.2
384,30,18,1625,18.1
385,8,8,720,8
386,26,8,977,10.9
387,12,9,858,9.5
388,14,12,1111,12.3
389,1,0,21,0.2
390,29,16,1373,15.3
391,1,0,15,0.2
392,25,14,1269,14.1
393,19,18,1665,18.5
394,27,23,2061,22.9
395,1,0,1,0
396,22,14,1317,14.6
397,24,11,1195,13.3
398,36,32,2517,28
399,1,1,90,1
400,1,1,90,1
401,1,0,22,0.2
402,1,1,90,1
403,20,15,1326,14.7
404,1,1,90,1
405,22,8,942,10.5
406,29,26,2238,24.9
407,33,32,2797,31.1
408,31,27,2074,23
409,20,20,1800,20
410,30,26,2252,25
411,25,9,929,10.3
412,5,4,361,4
413,10,9,759,8.4
414,28,26,2272,25.2
415,1,0,20,0.2
416,2,0,14,0.2
417,32,30,2647,29.4
418,3,1,66,0.7
419,6,1,111,1.2
420,25,17,1572,17.5
421,33,32,2813,31.3
422,33,30,2614,29
423,4,4,296,3.3
424,10,2,183,2
425,33,31,2665,29.6
426,20,6,664,7.4
427,25,20,1544,17.2
428,33,32,2871,31.9
429,23,19,1779,19.8
430,1,0,15,0.2
431,37,37,3290,36.6
432,35,28,2402,26.7
433,9,8,748,8.3
434,28,23,2133,23.7
435,31,28,2498,27.8
436,28,27,2299,25.5
437,35,28,2505,27.8
438,4,3,237,2.6
439,28,25,2131,23.7
440,35,24,2053,22.8
441,16,15,1185,13.2
442,1,1,90,1
443,30,23,1865,20.7
444,25,19,1697,18.9
445,29,19,1761,19.6
446,15,12,1085,12.1
447,32,31,2581,28.7
448,8,8,720,8
449,36,22,2029,22.5
450,3,0,53,0.6
451,14,0,355,3.9
452,33,32,2788,31
453,15,3,291,3.2
454,27,14,1342,14.9
455,30,25,2179,24.2
456,3,3,259,2.9
457,21,11,1002,11.1
458,18,4,392,4.4
459,1,1,90,1
460,13,11,950,10.6
461,4,3,255,2.8
462,27,12,1223,13.6
463,34,32,2901,32.2
464,28,28,2372,26.4
465,3,3,270,3
466,2,0,54,0.6
467,29,26,2031,22.6
468,7,2,204,2.3
469,27,27,2345,26.1
470,32,32,2880,32
471,24,22,1947,21.6
472,28,12,1181,13.1
473,26,23,1729,19.2
474,7,7,495,5.5
475,34,29,2332,25.9
476,19,4,568,6.3
477,36,27,2472,27.5
478,26,13,1375,15.3
479,25,17,1615,17.9
480,25,23,1738,19.3
481,3,3,270,3
482,29,28,2381,26.5
483,32,25,2298,25.5
484,36,36,3221,35.8
485,19,16,1465,16.3
486,23,3,369,4.1
487,11,11,899,10
488,25,19,1655,18.4
489,3,0,31,0.3
490,23,18,1622,18
491,23,8,801,8.9
492,1,0,13,0.1
493,11,9,897,10
494,13,9,744,8.3
495,29,24,2237,24.9
496,10,8,753,8.4
497,15,3,432,4.8
498,12,1,216,2.4
499,36,17,1570,17.4
500,33,30,2716,30.2
501,30,29,2547,28.3
502,21,13,1089,12.1
503,10,7,557,6.2
504,27,5,698,7.8
505,21,13,1101,12.2
506,17,16,1386,15.4
507,3,3,240,2.7
508,30,28,2210,24.6
509,27,27,2286,25.4
510,24,22,1837,20.4
511,32,26,2280,25.3
512,13,4,386,4.3
513,29,11,1165,12.9
514,10,4,316,3.5
515,23,14,1288,14.3
516,17,15,1371,15.2
517,2,0,20,0.2
518,28,13,1365,15.2
519,14,0,216,2.4
520,2,1,95,1.1
521,3,3,270,3
522,11,4,451,5
523,2,2,180,2
524,14,13,929,10.3
525,10,10,900,10
526,1,0,12,0.1
527,3,0,34,0.4
528,22,21,1891,21
529,30,21,1910,21.2
530,33,30,2521,28
531,35,30,2781,30.9
532,13,13,1145,12.7
533,37,37,3303,36.7
534,32,16,1474,16.4
535,17,11,835,9.3
536,25,18,1613,17.9
537,23,4,734,8.2
538,29,28,2591,28.8
539,2,2,180,2
540,4,1,94,1
541,1,0,17,0.2
542,29,23,1752,19.5
543,38,38,3292,36.6
544,17,9,791,8.8
545,37,37,3330,37
546,3,0,28,0.3
547,11,9,809,9
548,25,25,2185,24.3
549,22,7,736,8.2
550,1,0,9,0.1
551,25,23,2066,23
552,36,36,3240,36
553,3,1,95,1.1
554,7,3,216,2.4
555,21,17,1537,17.1
556,23,13,1090,12.1
557,16,15,1350,15
558,29,21,1898,21.1
559,36,29,2446,27.2
560,38,29,2393,26.6
561,28,25,1933,21.5
562,15,13,1136,12.6
563,1,0,7,0.1
564,29,25,2137,23.7
565,6,6,540,6
566,16,15,1208,13.4
567,6,1,110,1.2
568,8,1,158,1.8
569,7,2,208,2.3
570,2,0,42,0.5
571,11,3,320,3.6
572,22,13,1156,12.8
573,14,3,351,3.9
574,1,0,2,0
575,38,38,3420,38
576,34,34,3054,33.9
577,17,11,981,10.9
578,29,18,1687,18.7
579,3,2,184,2
580,22,22,1934,21.5
581,31,17,1506,16.7
582,38,38,3420,38
583,12,8,654,7.3
584,20,15,1369,15.2
585,34,34,3060,34
586,1,1,90,1
587,36,36,3170,35.2
588,23,20,1726,19.2
589,34,22,2155,23.9
590,2,0,26,0.3
591,26,23,1962,21.8
592,30,26,2175,24.2
593,27,27,2242,24.9
594,1,0,1,0
595,23,18,1466,16.3
596,37,37,3244,36
597,23,11,1024,11.4
598,1,0,18,0.2
599,27,25,2149,23.9
600,13,8,801,8.9
601,2,0,25,0.3
602,11,0,196,2.2
603,7,0,108,1.2
604,13,2,410,4.6
605,28,26,2259,25.1
606,17,15,1173,13
607,19,7,699,7.8
608,30,30,2661,29.6
609,25,12,1117,12.4
610,22,11,999,11.1
611,25,15,1357,15.1
612,3,3,270,3
613,21,15,1258,14
614,2,0,37,0.4
615,38,38,3409,37.9
616,21,10,1090,12.1
617,35,18,1773,19.7
618,23,15,1477,16.4
619,34,32,2916,32.4
620,15,15,1350,15
621,2,1,69,0.8
622,9,9,774,8.6
623,2,1,104,1.2
624,5,4,323,3.6
625,12,9,821,9.1
626,27,24,1903,21.1
627,25,25,2250,25
628,26,14,1160,12.9
629,3,2,208,2.3
630,37,29,2354,26.2
631,23,22,1763,19.6
632,20,14,1346,15
633,25,17,1423,15.8
634,15,1,277,3.1
635,2,0,33,0.4
636,30,22,1860,20.7
637,22,22,1925,21.4
638,25,23,1997,22.2
639,15,9,853,9.5
640,36,36,3201,35.6
641,1,0,24,0.3
642,29,14,1467,16.3
643,29,25,2143,23.8
644,8,6,496,5.5
645,25,19,1754,19.5
646,26,25,2103,23.4
647,28,14,1337,14.9
648,12,4,360,4
649,12,7,615,6.8
650,26,5,652,7.2
651,1,0,11,0.1
652,24,19,1779,19.8
653,20,14,1286,14.3
654,1,0,40,0.4
655,18,9,906,10.1
656,1,0,7,0.1
657,8,2,262,2.9
658,30,30,2482,27.6
659,8,2,266,3
660,5,0,100,1.1
661,16,6,677,7.5
662,30,19,1774,19.7
663,15,10,940,10.4
664,29,20,1744,19.4
665,30,19,1498,16.6
666,24,20,1590,17.7
667,31,31,2614,29
668,33,28,2503,27.8
669,10,6,524,5.8
670,9,6,474,5.3
671,5,1,115,1.3
672,15,14,1120,12.4
673,2,1,77,0.9
674,5,3,191,2.1
675,37,33,2923,32.5
676,1,0,14,0.2
677,22,15,1356,15.1
678,2,1,100,1.1
679,1,0,11,0.1
680,30,23,1909,21.2
681,29,22,1606,17.8
682,13,7,598,6.6
683,27,11,874,9.7
684,2,1,79,0.9
685,11,6,500,5.6
686,11,6,475,5.3
687,36,36,3240,36
688,27,23,1853,20.6
689,4,0,14,0.2
690,16,1,292,3.2
691,36,35,2930,32.6
692,1,0,18,0.2
693,32,28,2388,26.5
694,16,14,1189,13.2
695,26,24,2079,23.1
696,22,17,1490,16.6
697,3,2,166,1.8
698,1,0,14,0.2
699,32,27,2322,25.8
700,4,1,143,1.6
701,22,10,1020,11.3
702,5,5,440,4.9
703,1,0,3,0
704,20,15,1235,13.7
705,13,2,197,2.2
706,30,26,2360,26.2
707,6,5,404,4.5
708,32,32,2843,31.6
709,12,3,389,4.3
710,18,7,658,7.3
711,27,15,1228,13.6
712,17,7,828,9.2
713,23,10,970,10.8
714,28,28,2520,28
715,7,6,471,5.2
716,30,30,2681,29.8
717,5,5,370,4.1
718,20,18,1481,16.5
719,12,5,529,5.9
720,35,29,2613,29
721,1,0,15,0.2
722,8,1,108,1.2
723,27,10,1133,12.6
724,36,20,1749,19.4
725,18,15,1381,15.3
726,33,28,2324,25.8
727,32,24,2023,22.5
728,1,0,12,0.1
729,2,1,135,1.5
730,1,0,1,0
731,29,24,2011,22.3
732,17,8,873,9.7
733,34,34,2941,32.7
734,27,15,1240,13.8
735,20,16,1524,16.9
736,30,29,2552,28.4
737,33,28,2625,29.2
738,35,35,3120,34.7
739,34,33,2768,30.8
740,22,4,529,5.9
741,17,13,1240,13.8
742,30,26,2313,25.7
743,25,21,1928,21.4
744,18,3,452,5
745,28,28,2520,28
746,4,4,360,4
747,28,15,1255,13.9
748,2,1,50,0.6
749,6,0,62,0.7
750,3,1,97,1.1
751,37,37,3330,37
752,23,22,1996,22.2
753,12,9,817,9.1
754,30,13,1327,14.7
755,29,29,2443,27.1
756,33,30,2627,29.2
757,7,3,333,3.7
758,3,0,45,0.5
759,7,0,101,1.1
760,23,7,779,8.7
761,23,9,899,10
762,27,24,2222,24.7
763,18,11,1136,12.6
764,36,36,3148,35
765,9,1,177,2
766,1,0,1,0
767,6,1,173,1.9
768,24,12,1064,11.8
769,27,11,1233,13.7
770,15,15,1350,15
771,29,27,2363,26.3
772,1,0,19,0.2
773,29,23,2060,22.9
774,31,29,2545,28.3
775,37,35,2903,32.3
776,13,13,1170,13
777,32,32,2537,28.2
778,1,1,62,0.7
779,20,8,773,8.6
780,15,14,1255,13.9
781,4,2,162,1.8
782,19,12,1068,11.9
783,33,33,2931,32.6
784,3,3,270,3
785,21,19,1480,16.4
786,2,0,55,0.6
787,27,22,2029,22.5
788,20,14,1132,12.6
789,27,20,1824,20.3
790,30,25,2144,23.8
791,3,0,52,0.6
792,6,3,260,2.9
793,38,38,3420,38
794,2,0,52,0.6
795,36,36,3240,36
796,5,1,118,1.3
797,31,30,2629,29.2
798,2,0,33,0.4
799,33,33,2942,32.7
800,2,0,16,0.2
801,21,15,1133,12.6
802,32,26,2299,25.5
803,2,0,88,1
804,2,2,155,1.7
805,30,19,1799,20
806,33,3,740,8.2
807,14,8,839,9.3
808,23,17,1544,17.2
809,23,22,1884,20.9
810,29,29,2536,28.2
811,8,6,468,5.2
812,18,3,555,6.2
813,31,16,1440,16
814,34,34,2991,33.2
815,1,0,2,0
816,22,3,354,3.9
817,4,4,219,2.4
818,38,23,2311,25.7
819,16,4,456,5.1
820,33,33,2955,32.8
821,27,13,1404,15.6
822,26,17,1385,15.4
823,27,19,1798,20
824,4,0,26,0.3
825,24,4,733,8.1
826,5,5,450,5
827,23,7,857,9.5
828,9,7,565,6.3
829,32,31,2601,28.9
830,4,3,231,2.6
831,27,19,1768,19.6
832,25,12,1168,13
833,1,1,90,1
834,11,9,883,9.8
835,28,28,2473,27.5
836,31,27,2455,27.3
837,16,6,729,8.1
838,34,29,2559,28.4
839,1,1,90,1
840,35,35,3150,35
841,30,28,2567,28.5
842,22,19,1507,16.7
843,21,7,877,9.7
844,6,0,63,0.7
845,4,0,43,0.5
846,33,33,2899,32.2
847,1,0,21,0.2
848,22,22,1876,20.8
849,36,33,2891,32.1
850,34,29,2637,29.3
851,11,4,358,4
852,8,1,217,2.4
853,1,0,23,0.3
854,8,4,369,4.1
855,34,33,2891,32.1
856,21,12,1139,12.7
857,29,17,1514,16.8
858,3,1,107,1.2
859,2,0,21,0.2
860,7,6,431,4.8
861,17,9,955,10.6
862,11,2,339,3.8
863,6,5,406,4.5
864,33,33,2622,29.1
865,31,23,2057,22.9
866,14,10,909,10.1
867,29,29,2610,29
868,31,14,1572,17.5
869,33,33,2957,32.9
870,37,35,3099,34.4
871,14,9,841,9.3
872,29,29,2610,29
873,25,21,1946,21.6
874,22,22,1980,22
875,16,16,1440,16
876,12,4,369,4.1
877,5,2,143,1.6
878,11,4,390,4.3
879,24,24,2079,23.1
880,25,24,2073,23
881,21,12,1188,13.2
882,31,28,2546,28.3
883,12,11,880,9.8
884,37,29,2527,28.1
885,18,14,1190,13.2
886,13,2,300,3.3
887,34,31,2577,28.6
888,1,1,90,1
889,30,28,2396,26.6
890,3,0,62,0.7
891,17,4,544,6
892,36,33,2838,31.5
893,7,3,289,3.2
894,31,29,2575,28.6
895,3,3,270,3
896,4,4,360,4
897,2,0,43,0.5
898,21,18,1538,17.1
899,1,0,45,0.5
900,28,17,1616,18
901,16,11,1070,11.9
902,30,25,2309,25.7
903,28,27,2262,25.1
904,4,3,315,3.5
905,35,35,2873,31.9
906,37,37,3324,36.9
907,1,0,1,0
908,32,24,2175,24.2
909,4,4,320,3.6
910,14,7,652,7.2
911,36,36,3185,35.4
912,19,3,552,6.1
913,33,31,2572,28.6
914,29,20,1539,17.1
915,8,8,720,8
916,25,17,1509,16.8
917,18,16,1435,15.9
918,1,0,15,0.2
919,1,1,80,0.9
920,6,5,409,4.5
921,23,11,1021,11.3
922,32,32,2663,29.6
923,16,13,1168,13
924,15,8,689,7.7
925,21,19,1540,17.1
926,1,0,15,0.2
927,18,9,928,10.3
928,30,27,2390,26.6
929,14,6,569,6.3
930,34,32,2712,30.1
931,32,31,2785,30.9
932,34,34,3060,34
933,10,4,436,4.8
934,37,22,2186,24.3
935,9,8,702,7.8
936,33,33,2725,30.3
937,19,10,877,9.7
938,10,8,727,8.1
939,35,32,2932,32.6
940,5,5,450,5
941,2,2,133,1.5
942,8,7,557,6.2
943,16,10,870,9.7
944,23,7,822,9.1
945,28,14,1232,13.7
946,28,22,1956,21.7
947,15,9,768,8.5
948,12,4,430,4.8
949,37,34,3065,34.1
950,30,28,2531,28.1
951,22,8,806,9
952,27,10,1077,12
953,28,20,1581,17.6
954,24,16,1304,14.5
955,11,5,437,4.9
956,21,13,1117,12.4
957,27,21,1920,21.3
958,35,35,3150,35
959,6,3,383,4.3
960,25,10,1124,12.5
961,8,5,504,5.6
962,34,21,1743,19.4
963,37,33,2718,30.2
964,2,0,16,0.2
965,17,13,1242,13.8
966,24,21,1851,20.6
967,1,0,3,0
968,18,4,514,5.7
969,8,8,720,8
970,1,0,12,0.1
971,10,2,303,3.4
972,26,26,2295,25.5
973,23,5,687,7.6
974,34,34,3032,33.7
975,1,0,25,0.3
976,9,9,658,7.3
977,22,13,1033,11.5
